row,source_protein,target_protein,source_ensg,target_ensg,source_symbol,target_symbol
342,Q8IZJ0,Q8IU57,ENSG00000291875,ENSG00000185436,IFNL2,IFNLR1
343,Q8IZI9,Q8IU57,ENSG00000291876,ENSG00000185436,IFNL3,IFNLR1
344,Q8IZI9,Q8IU57,ENSG00000197110,ENSG00000185436,IFNL3,IFNLR1
345,Q9UHD0,Q6UXL0,ENSG00000142224,ENSG00000174564,IL19,IL20RB
346,Q9NYY1,Q6UXL0,ENSG00000162891,ENSG00000174564,IL20,IL20RB
347,Q13007,Q6UXL0,ENSG00000162892,ENSG00000174564,IL24,IL20RB
348,Q9GZX6,Q969J5,ENSG00000127318,ENSG00000164485,IL22,IL22RA2
349,P55001,P46531,ENSG00000117122,ENSG00000148400,MFAP2,NOTCH1
350,Q16619,P42702,ENSG00000150281,ENSG00000113594,CTF1,LIFR
351,P01137,P26012,ENSG00000105329,ENSG00000105855,TGFB1,ITGB8
352,P01137,P18564,ENSG00000105329,ENSG00000115221,TGFB1,ITGB6
353,Q9GZP0,P09619,ENSG00000170962,ENSG00000113721,PDGFD,PDGFRB
354,P10767,P21802,ENSG00000111241,ENSG00000066468,FGF6,FGFR2
355,O60258,P21802,ENSG00000158815,ENSG00000066468,FGF17,FGFR2
356,O76093,P21802,ENSG00000156427,ENSG00000066468,FGF18,FGFR2
357,Q9HCT0,P21802,ENSG00000070388,ENSG00000066468,FGF22,FGFR2
358,P31371,P22607,ENSG00000102678,ENSG00000068078,FGF9,FGFR3
359,P23560,Q16620,ENSG00000176697,ENSG00000148053,BDNF,NTRK2
360,P20783,Q16288,ENSG00000185652,ENSG00000140538,NTF3,NTRK3
361,P29320,P52797,ENSG00000044524,ENSG00000143590,EPHA3,EFNA3
362,P52797,P29320,ENSG00000143590,ENSG00000044524,EFNA3,EPHA3
363,P52798,P54764,ENSG00000243364,ENSG00000116106,EFNA4,EPHA4
364,P54764,P52798,ENSG00000116106,ENSG00000243364,EPHA4,EFNA4
365,P98172,P54762,ENSG00000090776,ENSG00000154928,EFNB1,EPHB1
366,P29323,P52799,ENSG00000133216,ENSG00000125266,EPHB2,EFNB2
367,P52799,P29323,ENSG00000125266,ENSG00000133216,EFNB2,EPHB2
368,P20827,Q15375,ENSG00000169242,ENSG00000135333,EFNA1,EPHA7
369,O43921,Q15375,ENSG00000099617,ENSG00000135333,EFNA2,EPHA7
370,Q15375,O43921,ENSG00000135333,ENSG00000099617,EPHA7,EFNA2
371,P52797,Q15375,ENSG00000143590,ENSG00000135333,EFNA3,EPHA7
372,Q15375,P52797,ENSG00000135333,ENSG00000143590,EPHA7,EFNA3
373,P52798,Q15375,ENSG00000243364,ENSG00000135333,EFNA4,EPHA7
374,Q15375,P52798,ENSG00000135333,ENSG00000243364,EPHA7,EFNA4
375,O43921,P29322,ENSG00000099617,ENSG00000070886,EFNA2,EPHA8
376,P29322,O43921,ENSG00000070886,ENSG00000099617,EPHA8,EFNA2
377,P29322,P52797,ENSG00000070886,ENSG00000143590,EPHA8,EFNA3
378,P52797,P29322,ENSG00000143590,ENSG00000070886,EFNA3,EPHA8
379,P29322,P52798,ENSG00000070886,ENSG00000243364,EPHA8,EFNA4
380,P52798,P29322,ENSG00000243364,ENSG00000070886,EFNA4,EPHA8
381,P29322,P52803,ENSG00000070886,ENSG00000184349,EPHA8,EFNA5
382,P52803,P29322,ENSG00000184349,ENSG00000070886,EFNA5,EPHA8
383,P29317,P52798,ENSG00000142627,ENSG00000243364,EPHA2,EFNA4
384,P52798,P29317,ENSG00000243364,ENSG00000142627,EFNA4,EPHA2
385,P29320,P52798,ENSG00000044524,ENSG00000243364,EPHA3,EFNA4
386,P52798,P29320,ENSG00000243364,ENSG00000044524,EFNA4,EPHA3
387,O43921,P54756,ENSG00000099617,ENSG00000145242,EFNA2,EPHA5
388,P52797,P54756,ENSG00000143590,ENSG00000145242,EFNA3,EPHA5
389,P54756,P52797,ENSG00000145242,ENSG00000143590,EPHA5,EFNA3
390,P52798,P54756,ENSG00000243364,ENSG00000145242,EFNA4,EPHA5
391,P54756,P52798,ENSG00000145242,ENSG00000243364,EPHA5,EFNA4
392,P52799,P54762,ENSG00000125266,ENSG00000154928,EFNB2,EPHB1
393,P29323,P98172,ENSG00000133216,ENSG00000090776,EPHB2,EFNB1
394,P98172,P29323,ENSG00000090776,ENSG00000133216,EFNB1,EPHB2
395,P54753,P98172,ENSG00000182580,ENSG00000090776,EPHB3,EFNB1
396,P98172,P54753,ENSG00000090776,ENSG00000182580,EFNB1,EPHB3
397,P52799,P54753,ENSG00000125266,ENSG00000182580,EFNB2,EPHB3
398,P54753,P52799,ENSG00000182580,ENSG00000125266,EPHB3,EFNB2
399,P29320,P52799,ENSG00000044524,ENSG00000125266,EPHA3,EFNB2
400,P52799,P29320,ENSG00000125266,ENSG00000044524,EFNB2,EPHA3
401,P55196,P54753,ENSG00000130396,ENSG00000182580,AFDN,EPHB3
402,P21246,Q9UM73,ENSG00000105894,ENSG00000171094,PTN,ALK
403,P21741,Q9UM73,ENSG00000110492,ENSG00000171094,MDK,ALK
404,Q9Y264,P35590,ENSG00000101280,ENSG00000066056,ANGPT4,TIE1
405,O95841,Q02763,ENSG00000116194,ENSG00000120156,ANGPTL1,TEK
406,P41221,Q01973,ENSG00000114251,ENSG00000185483,WNT5A,ROR1
407,P10586,P06213,ENSG00000142949,ENSG00000171105,PTPRF,INSR
408,P04899,P51681,ENSG00000114353,ENSG00000160791,GNAI2,CCR5
409,P48061,P25106,ENSG00000107562,ENSG00000144476,CXCL12,ACKR3
410,Q99731,Q9NPB9,ENSG00000172724,ENSG00000129048,CCL19,ACKR4
411,O00585,Q9NPB9,ENSG00000137077,ENSG00000129048,CCL21,ACKR4
412,O15444,Q9NPB9,ENSG00000131142,ENSG00000129048,CCL25,ACKR4
413,P35318,Q16602,ENSG00000148926,ENSG00000064989,ADM,CALCRL
414,P35318,O60895,ENSG00000148926,ENSG00000131477,ADM,RAMP2
415,Q7Z4H4,Q16602,ENSG00000128165,ENSG00000064989,ADM2,CALCRL
416,Q7Z4H4,O60895,ENSG00000128165,ENSG00000131477,ADM2,RAMP2
417,P06881,Q16602,ENSG00000110680,ENSG00000064989,CALCA,CALCRL
418,P01258,Q16602,ENSG00000110680,ENSG00000064989,CALCA,CALCRL
419,P06881,O60895,ENSG00000110680,ENSG00000131477,CALCA,RAMP2
420,P01258,O60895,ENSG00000110680,ENSG00000131477,CALCA,RAMP2
421,P10092,Q16602,ENSG00000175868,ENSG00000064989,CALCB,CALCRL
422,P10092,O60895,ENSG00000175868,ENSG00000131477,CALCB,RAMP2
423,P35318,O60896,ENSG00000148926,ENSG00000122679,ADM,RAMP3
424,Q7Z4H4,O60896,ENSG00000128165,ENSG00000122679,ADM2,RAMP3
425,P06881,O60896,ENSG00000110680,ENSG00000122679,CALCA,RAMP3
426,P01258,O60896,ENSG00000110680,ENSG00000122679,CALCA,RAMP3
427,P10092,O60896,ENSG00000175868,ENSG00000122679,CALCB,RAMP3
428,P35318,P30988,ENSG00000148926,ENSG00000004948,ADM,CALCR
429,Q7Z4H4,P30988,ENSG00000128165,ENSG00000004948,ADM2,CALCR
430,Q7Z4H4,O60894,ENSG00000128165,ENSG00000132329,ADM2,RAMP1
431,P06881,P30988,ENSG00000110680,ENSG00000004948,CALCA,CALCR
432,P01258,P30988,ENSG00000110680,ENSG00000004948,CALCA,CALCR
433,P06881,O60894,ENSG00000110680,ENSG00000132329,CALCA,RAMP1
434,P01258,O60894,ENSG00000110680,ENSG00000132329,CALCA,RAMP1
435,P10997,P30988,ENSG00000121351,ENSG00000004948,IAPP,CALCR
436,P10997,O60894,ENSG00000121351,ENSG00000132329,IAPP,RAMP1
437,P10092,P30988,ENSG00000175868,ENSG00000004948,CALCB,CALCR
438,P10092,O60894,ENSG00000175868,ENSG00000132329,CALCB,RAMP1
439,P10997,O60895,ENSG00000121351,ENSG00000131477,IAPP,RAMP2
440,P10997,O60896,ENSG00000121351,ENSG00000122679,IAPP,RAMP3
441,Q9ULZ1,P35414,ENSG00000171388,ENSG00000134817,APLN,APLNR
442,P0DMC3,P35414,ENSG00000248329,ENSG00000134817,APELA,APLNR
443,P01019,P30556,ENSG00000135744,ENSG00000144891,AGT,AGTR1
444,P01019,P50052,ENSG00000135744,ENSG00000180772,AGT,AGTR2
445,P07225,P30530,ENSG00000184500,ENSG00000167601,PROS1,AXL
446,P08949,P28336,ENSG00000291631,ENSG00000135577,NMB,NMBR
447,P08949,P28336,ENSG00000197696,ENSG00000135577,NMB,NMBR
448,P07492,P30550,ENSG00000134443,ENSG00000126010,GRP,GRPR
449,P08949,P30550,ENSG00000291631,ENSG00000126010,NMB,GRPR
450,P08949,P30550,ENSG00000197696,ENSG00000126010,NMB,GRPR
451,P01042,P46663,ENSG00000113889,ENSG00000100739,KNG1,BDKRB1
452,P01042,P30411,ENSG00000113889,ENSG00000168398,KNG1,BDKRB2
453,P01024,Q16581,ENSG00000125730,ENSG00000171860,C3,C3AR1
454,P01031,P21730,ENSG00000106804,ENSG00000197405,C5,C5AR1
455,P39019,P21730,ENSG00000105372,ENSG00000197405,RPS19,C5AR1
456,P01031,Q9P296,ENSG00000106804,ENSG00000134830,C5,C5AR2
457,P06307,P32239,ENSG00000187094,ENSG00000110148,CCK,CCKBR
458,Q16627,P32246,ENSG00000276409,ENSG00000163823,CCL14,CCR1
459,Q16627,P32246,ENSG00000277236,ENSG00000163823,CCL14,CCR1
460,Q16663,P32246,ENSG00000275718,ENSG00000163823,CCL15,CCR1
461,Q16663,P32246,ENSG00000275528,ENSG00000163823,CCL15,CCR1
462,P55773,P32246,ENSG00000274736,ENSG00000163823,CCL23,CCR1
463,P55773,P32246,ENSG00000276114,ENSG00000163823,CCL23,CCR1
464,P10147,P32246,ENSG00000274221,ENSG00000163823,CCL3,CCR1
465,P10147,P32246,ENSG00000277632,ENSG00000163823,CCL3,CCR1
466,P10147,P32246,ENSG00000278567,ENSG00000163823,CCL3,CCR1
467,P13501,P32246,ENSG00000274233,ENSG00000163823,CCL5,CCR1
468,P13501,P32246,ENSG00000271503,ENSG00000163823,CCL5,CCR1
469,P80098,P32246,ENSG00000108688,ENSG00000163823,CCL7,CCR1
470,P13236,P32246,ENSG00000275302,ENSG00000163823,CCL4,CCR1
471,P13236,P32246,ENSG00000277943,ENSG00000163823,CCL4,CCR1
472,P13236,P32246,ENSG00000275824,ENSG00000163823,CCL4,CCR1
473,Q9Y4X3,P46092,ENSG00000213927,ENSG00000184451,CCL27,CCR10
474,Q99616,P41597,ENSG00000181374,ENSG00000121807,CCL13,CCR2
475,P13500,P41597,ENSG00000108691,ENSG00000121807,CCL2,CCR2
476,P80098,P41597,ENSG00000108688,ENSG00000121807,CCL7,CCR2
477,P80075,P41597,ENSG00000108700,ENSG00000121807,CCL8,CCR2
478,P51671,P41597,ENSG00000172156,ENSG00000121807,CCL11,CCR2
479,O00175,P41597,ENSG00000106178,ENSG00000121807,CCL24,CCR2
480,Q9Y258,P41597,ENSG00000006606,ENSG00000121807,CCL26,CCR2
481,P51671,P51677,ENSG00000172156,ENSG00000183625,CCL11,CCR3
482,Q99616,P51677,ENSG00000181374,ENSG00000183625,CCL13,CCR3
483,Q16663,P51677,ENSG00000275718,ENSG00000183625,CCL15,CCR3
484,Q16663,P51677,ENSG00000275528,ENSG00000183625,CCL15,CCR3
485,P13500,P51677,ENSG00000108691,ENSG00000183625,CCL2,CCR3
486,O00175,P51677,ENSG00000106178,ENSG00000183625,CCL24,CCR3
487,Q9Y258,P51677,ENSG00000006606,ENSG00000183625,CCL26,CCR3
488,P13501,P51677,ENSG00000274233,ENSG00000183625,CCL5,CCR3
489,P13501,P51677,ENSG00000271503,ENSG00000183625,CCL5,CCR3
490,P80098,P51677,ENSG00000108688,ENSG00000183625,CCL7,CCR3
491,Q92583,P51679,ENSG00000102970,ENSG00000183813,CCL17,CCR4
492,O00626,P51679,ENSG00000102962,ENSG00000183813,CCL22,CCR4
493,P51671,P51681,ENSG00000172156,ENSG00000160791,CCL11,CCR5
494,Q99616,P51681,ENSG00000181374,ENSG00000160791,CCL13,CCR5
495,Q16627,P51681,ENSG00000276409,ENSG00000160791,CCL14,CCR5
496,Q16627,P51681,ENSG00000277236,ENSG00000160791,CCL14,CCR5
497,P13500,P51681,ENSG00000108691,ENSG00000160791,CCL2,CCR5
498,P10147,P51681,ENSG00000274221,ENSG00000160791,CCL3,CCR5
499,P10147,P51681,ENSG00000277632,ENSG00000160791,CCL3,CCR5
500,P10147,P51681,ENSG00000278567,ENSG00000160791,CCL3,CCR5
501,P80098,P51681,ENSG00000108688,ENSG00000160791,CCL7,CCR5
502,O15263,P51684,ENSG00000171711,ENSG00000112486,DEFB4A,CCR6
503,O15263,P51684,ENSG00000285181,ENSG00000112486,DEFB4A,CCR6
504,O15263,P51684,ENSG00000177257,ENSG00000112486,DEFB4B,CCR6
505,O15263,P51684,ENSG00000285433,ENSG00000112486,DEFB4B,CCR6
506,O15263,P51684,ENSG00000275444,ENSG00000112486,DEFB4B,CCR6
507,P78556,P51684,ENSG00000115009,ENSG00000112486,CCL20,CCR6
508,Q99731,P32248,ENSG00000172724,ENSG00000126353,CCL19,CCR7
509,O00585,P32248,ENSG00000137077,ENSG00000126353,CCL21,CCR7
510,P22362,P51685,ENSG00000108702,ENSG00000179934,CCL1,CCR8
511,Q99731,O00421,ENSG00000172724,ENSG00000121797,CCL19,CCRL2
512,Q99969,Q99788,ENSG00000106538,ENSG00000174600,RARRES2,CMKLR1
513,Q99969,P46091,ENSG00000106538,ENSG00000283448,RARRES2,CMKLR2
514,Q99969,P46091,ENSG00000106538,ENSG00000183671,RARRES2,CMKLR2
515,P06850,P34998,ENSG00000147571,ENSG00000276191,CRH,CRHR1
516,P06850,P34998,ENSG00000147571,ENSG00000278232,CRH,CRHR1
517,P06850,P34998,ENSG00000147571,ENSG00000120088,CRH,CRHR1
518,P55089,P34998,ENSG00000163794,ENSG00000276191,UCN,CRHR1
519,P55089,P34998,ENSG00000163794,ENSG00000278232,UCN,CRHR1
520,P55089,P34998,ENSG00000163794,ENSG00000120088,UCN,CRHR1
521,Q96RP3,P34998,ENSG00000145040,ENSG00000276191,UCN2,CRHR1
522,Q96RP3,P34998,ENSG00000145040,ENSG00000278232,UCN2,CRHR1
523,Q96RP3,P34998,ENSG00000145040,ENSG00000120088,UCN2,CRHR1
524,P06850,Q13324,ENSG00000147571,ENSG00000106113,CRH,CRHR2
525,P55089,Q13324,ENSG00000163794,ENSG00000106113,UCN,CRHR2
526,Q96RP3,Q13324,ENSG00000145040,ENSG00000106113,UCN2,CRHR2
527,Q969E3,Q13324,ENSG00000178473,ENSG00000106113,UCN3,CRHR2
528,P80162,P25024,ENSG00000124875,ENSG00000163464,CXCL6,CXCR1
529,P10145,P25024,ENSG00000169429,ENSG00000163464,CXCL8,CXCR1
530,P09341,P25025,ENSG00000163739,ENSG00000180871,CXCL1,CXCR2
531,P19875,P25025,ENSG00000081041,ENSG00000180871,CXCL2,CXCR2
532,P19876,P25025,ENSG00000163734,ENSG00000180871,CXCL3,CXCR2
533,P42830,P25025,ENSG00000163735,ENSG00000180871,CXCL5,CXCR2
534,P80162,P25025,ENSG00000124875,ENSG00000180871,CXCL6,CXCR2
535,P02775,P25025,ENSG00000163736,ENSG00000180871,PPBP,CXCR2
536,P10145,P25025,ENSG00000169429,ENSG00000180871,CXCL8,CXCR2
537,Q99616,P49682,ENSG00000181374,ENSG00000186810,CCL13,CXCR3
538,Q99731,P49682,ENSG00000172724,ENSG00000186810,CCL19,CXCR3
539,P78556,P49682,ENSG00000115009,ENSG00000186810,CCL20,CXCR3
540,P13501,P49682,ENSG00000274233,ENSG00000186810,CCL5,CXCR3
541,P13501,P49682,ENSG00000271503,ENSG00000186810,CCL5,CXCR3
542,P48061,P49682,ENSG00000107562,ENSG00000186810,CXCL12,CXCR3
543,P51671,P49682,ENSG00000172156,ENSG00000186810,CCL11,CXCR3
544,P80098,P49682,ENSG00000108688,ENSG00000186810,CCL7,CXCR3
545,P48061,P61073,ENSG00000107562,ENSG00000121966,CXCL12,CXCR4
546,O43927,P32302,ENSG00000156234,ENSG00000160683,CXCL13,CXCR5
547,P78423,P49238,ENSG00000006210,ENSG00000168329,CX3CL1,CX3CR1
548,P01189,P41143,ENSG00000115138,ENSG00000116329,POMC,OPRD1
549,P01213,P41143,ENSG00000101327,ENSG00000116329,PDYN,OPRD1
550,P01210,P41143,ENSG00000181195,ENSG00000116329,PENK,OPRD1
551,Q92838,Q9UNE0,ENSG00000158813,ENSG00000135960,EDA,EDAR
552,Q92838,Q9HAV5,ENSG00000158813,ENSG00000131080,EDA,EDA2R
553,P05305,P25101,ENSG00000078401,ENSG00000151617,EDN1,EDNRA
554,P20800,P25101,ENSG00000127129,ENSG00000151617,EDN2,EDNRA
555,P14138,P24530,ENSG00000124205,ENSG00000136160,EDN3,EDNRB
556,O95750,P22455,ENSG00000162344,ENSG00000160867,FGF19,FGFR4
557,P49913,P25090,ENSG00000164047,ENSG00000171049,CAMP,FPR2
558,P0DJI8,P25090,ENSG00000173432,ENSG00000171049,SAA1,FPR2
559,P0DJI8,P25090,ENSG00000288411,ENSG00000171049,SAA1,FPR2
560,P04083,P25089,ENSG00000135046,ENSG00000187474,ANXA1,FPR3
561,Q9NRV9,P25089,ENSG00000013583,ENSG00000187474,HEBP1,FPR3
562,P56704,O60353,ENSG00000154342,ENSG00000164930,WNT3A,FZD6
563,P41221,O60353,ENSG00000114251,ENSG00000164930,WNT5A,FZD6
564,P22466,P47211,ENSG00000069482,ENSG00000166573,GAL,GALR1
565,P22466,O43603,ENSG00000069482,ENSG00000182687,GAL,GALR2
566,P22466,O60755,ENSG00000069482,ENSG00000128310,GAL,GALR3
567,Q9UBU3,Q92847,ENSG00000157017,ENSG00000121853,GHRL,GHSR
568,P09681,P48546,ENSG00000159224,ENSG00000010310,GIP,GIPR
569,P01275,P43220,ENSG00000115263,ENSG00000112164,GCG,GLP1R
570,P01275,O95838,ENSG00000115263,ENSG00000065325,GCG,GLP2R
571,P01275,P47871,ENSG00000115263,ENSG00000215644,GCG,GCGR
572,P01275,P47871,ENSG00000115263,ENSG00000288269,GCG,GCGR
573,O43555,P30968,ENSG00000125787,ENSG00000109163,GNRH2,GNRHR
574,P01160,P16066,ENSG00000175206,ENSG00000169418,NPPA,NPR1
575,P16860,P16066,ENSG00000120937,ENSG00000169418,NPPB,NPR1
576,P23582,P20594,ENSG00000163273,ENSG00000159899,NPPC,NPR2
577,O15467,Q9H3N8,ENSG00000275095,ENSG00000134489,CCL16,HRH4
578,O15467,Q9H3N8,ENSG00000275152,ENSG00000134489,CCL16,HRH4
579,P07602,O15354,ENSG00000197746,ENSG00000170775,PSAP,GPR37
580,P07602,O60883,ENSG00000197746,ENSG00000170075,PSAP,GPR37L1
581,P13501,O95800,ENSG00000274233,ENSG00000119737,CCL5,GPR75
582,P13501,O95800,ENSG00000271503,ENSG00000119737,CCL5,GPR75
583,Q2MKA7,Q9BXB1,ENSG00000169218,ENSG00000205213,RSPO1,LGR4
584,Q6UXX9,Q9BXB1,ENSG00000147655,ENSG00000205213,RSPO2,LGR4
585,Q9BXY4,Q9BXB1,ENSG00000146374,ENSG00000205213,RSPO3,LGR4
586,Q2I0M5,Q9BXB1,ENSG00000101282,ENSG00000205213,RSPO4,LGR4
587,Q2MKA7,O75473,ENSG00000169218,ENSG00000139292,RSPO1,LGR5
588,Q6UXX9,O75473,ENSG00000147655,ENSG00000139292,RSPO2,LGR5
589,Q9BXY4,O75473,ENSG00000146374,ENSG00000139292,RSPO3,LGR5
590,Q2I0M5,O75473,ENSG00000101282,ENSG00000139292,RSPO4,LGR5
591,Q9BXY4,Q9HBX8,ENSG00000146374,ENSG00000133067,RSPO3,LGR6
592,Q2MKA7,Q9HBX8,ENSG00000169218,ENSG00000133067,RSPO1,LGR6
593,Q6UXX9,Q9HBX8,ENSG00000147655,ENSG00000133067,RSPO2,LGR6
594,Q2I0M5,Q9HBX8,ENSG00000101282,ENSG00000133067,RSPO4,LGR6
595,P01210,Q96LB2,ENSG00000181195,ENSG00000170255,PENK,MRGPRX1
596,P35318,Q96LB1,ENSG00000148926,ENSG00000183695,ADM,MRGPRX2
597,P40933,P31785,ENSG00000164136,ENSG00000147168,IL15,IL2RG
598,P40933,P14784,ENSG00000164136,ENSG00000100385,IL15,IL2RB
599,Q9GZX6,Q8N6P7,ENSG00000127318,ENSG00000142677,IL22,IL22RA1
600,P01213,P41145,ENSG00000101327,ENSG00000082556,PDYN,OPRK1
601,P01189,P41145,ENSG00000115138,ENSG00000082556,POMC,OPRK1
602,Q15726,Q969F8,ENSG00000170498,ENSG00000116014,KISS1,KISS1R
603,P01215,P22888,ENSG00000135346,ENSG00000138039,CGA,LHCGR
604,P0DN86,P22888,ENSG00000189052,ENSG00000138039,CGB5,LHCGR
605,P0DN86,P22888,ENSG00000104827,ENSG00000138039,CGB3,LHCGR
606,P0DN86,P22888,ENSG00000213030,ENSG00000138039,CGB8,LHCGR
607,P01229,P22888,ENSG00000104826,ENSG00000138039,LHB,LHCGR
608,P20382,Q99705,ENSG00000183395,ENSG00000128285,PMCH,MCHR1
609,P20382,Q969V1,ENSG00000183395,ENSG00000152034,PMCH,MCHR2
610,P01189,Q01726,ENSG00000115138,ENSG00000258839,POMC,MC1R
611,P01189,P41968,ENSG00000115138,ENSG00000124089,POMC,MC3R
612,O00253,P41968,ENSG00000159723,ENSG00000124089,AGRP,MC3R
613,P01189,P32245,ENSG00000115138,ENSG00000166603,POMC,MC4R
614,O00253,P32245,ENSG00000159723,ENSG00000166603,AGRP,MC4R
615,P01189,P33032,ENSG00000115138,ENSG00000176136,POMC,MC5R
616,O00253,P33032,ENSG00000159723,ENSG00000176136,AGRP,MC5R
617,P12872,O43193,ENSG00000096395,ENSG00000102539,MLN,MLNR
618,P01213,P35372,ENSG00000101327,ENSG00000112038,PDYN,OPRM1
619,P01210,P35372,ENSG00000181195,ENSG00000112038,PENK,OPRM1
620,P0DP23,Q15746,ENSG00000198668,ENSG00000065534,CALM1,MYLK
621,P0DP24,Q15746,ENSG00000143933,ENSG00000065534,CALM2,MYLK
622,P0DP25,Q15746,ENSG00000160014,ENSG00000065534,CALM3,MYLK
623,P0DP23,Q9H1R3,ENSG00000198668,ENSG00000101306,CALM1,MYLK2
624,P0DP24,Q9H1R3,ENSG00000143933,ENSG00000101306,CALM2,MYLK2
625,P0DP25,Q9H1R3,ENSG00000160014,ENSG00000101306,CALM3,MYLK2
626,P61366,P17342,ENSG00000188729,ENSG00000113389,OSTN,NPR3
627,P20366,P25103,ENSG00000006128,ENSG00000115353,TAC1,TACR1
628,Q9UHF0,P25103,ENSG00000166863,ENSG00000115353,TAC3,TACR1
629,P20366,P21452,ENSG00000006128,ENSG00000075073,TAC1,TACR2
630,Q9UHF0,P21452,ENSG00000166863,ENSG00000075073,TAC3,TACR2
631,P20366,P29371,ENSG00000006128,ENSG00000169836,TAC1,TACR3
632,Q9UHF0,P29371,ENSG00000166863,ENSG00000169836,TAC3,TACR3
633,Q5H8A3,Q9HB89,ENSG00000204640,ENSG00000171596,NMS,NMUR1
634,P48645,Q9HB89,ENSG00000109255,ENSG00000171596,NMU,NMUR1
635,Q5H8A3,Q9GZQ4,ENSG00000204640,ENSG00000132911,NMS,NMUR2
636,P48645,Q9GZQ4,ENSG00000109255,ENSG00000132911,NMU,NMUR2
637,Q13519,P41146,ENSG00000168081,ENSG00000125510,PNOC,OPRL1
638,Q8NG41,P48145,ENSG00000183979,ENSG00000288611,NPB,NPBWR1
639,Q8N729,P48145,ENSG00000291946,ENSG00000288611,NPW,NPBWR1
640,Q8N729,P48145,ENSG00000183971,ENSG00000288611,NPW,NPBWR1
641,Q8NG41,P48146,ENSG00000183979,ENSG00000125522,NPB,NPBWR2
642,Q8NG41,P48146,ENSG00000183979,ENSG00000277339,NPB,NPBWR2
643,Q8N729,P48146,ENSG00000291946,ENSG00000125522,NPW,NPBWR2
644,Q8N729,P48146,ENSG00000291946,ENSG00000277339,NPW,NPBWR2
645,Q8N729,P48146,ENSG00000183971,ENSG00000125522,NPW,NPBWR2
646,Q8N729,P48146,ENSG00000183971,ENSG00000277339,NPW,NPBWR2
647,O15130,Q9GZQ6,ENSG00000139574,ENSG00000148734,NPFF,NPFFR1
648,Q9HCQ7,Q9GZQ6,ENSG00000105954,ENSG00000148734,NPVF,NPFFR1
649,O15130,Q9Y5X5,ENSG00000139574,ENSG00000056291,NPFF,NPFFR2
650,P0C0P6,Q6W5P4,ENSG00000214285,ENSG00000187258,NPS,NPSR1
651,P30990,P30989,ENSG00000133636,ENSG00000101188,NTS,NTSR1
652,P30990,O95665,ENSG00000133636,ENSG00000169006,NTS,NTSR2
653,P01178,P30559,ENSG00000101405,ENSG00000180914,OXT,OXTR
654,P01185,P30559,ENSG00000101200,ENSG00000180914,AVP,OXTR
655,O43612,O43613,ENSG00000161610,ENSG00000121764,HCRT,HCRTR1
656,O43612,O43614,ENSG00000161610,ENSG00000137252,HCRT,HCRTR2
657,P18509,P41586,ENSG00000141433,ENSG00000078549,ADCYAP1,ADCYAP1R1
658,P01282,P41586,ENSG00000146469,ENSG00000078549,VIP,ADCYAP1R1
659,P58294,Q8TCW9,ENSG00000143125,ENSG00000169618,PROK1,PROKR1
660,Q9HC23,Q8TCW9,ENSG00000163421,ENSG00000169618,PROK2,PROKR1
661,P58294,Q8NFJ6,ENSG00000143125,ENSG00000101292,PROK1,PROKR2
662,Q9HC23,Q8NFJ6,ENSG00000163421,ENSG00000101292,PROK2,PROKR2
663,P81277,P49683,ENSG00000071677,ENSG00000119973,PRLH,PRLHR
664,P01303,P49683,ENSG00000122585,ENSG00000119973,NPY,PRLHR
665,P12272,Q03431,ENSG00000087494,ENSG00000160801,PTHLH,PTH1R
666,Q96A98,Q03431,ENSG00000142538,ENSG00000160801,PTH2,PTH1R
667,P12272,P49190,ENSG00000087494,ENSG00000144407,PTHLH,PTH2R
668,P83859,Q96P65,ENSG00000188710,ENSG00000186867,QRFP,QRFPR
669,P04090,Q9HBX9,ENSG00000107014,ENSG00000171509,RLN2,RXFP1
670,P04808,Q9HBX9,ENSG00000107018,ENSG00000171509,RLN1,RXFP1
671,Q8WXF3,Q9HBX9,ENSG00000171136,ENSG00000171509,RLN3,RXFP1
672,Q8WXF3,Q9HBX9,ENSG00000288474,ENSG00000171509,RLN3,RXFP1
673,P51460,Q8WXD0,ENSG00000248099,ENSG00000133105,INSL3,RXFP2
674,P04090,Q8WXD0,ENSG00000107014,ENSG00000133105,RLN2,RXFP2
675,P04808,Q8WXD0,ENSG00000107018,ENSG00000133105,RLN1,RXFP2
676,Q8WXF3,Q8WXD0,ENSG00000171136,ENSG00000133105,RLN3,RXFP2
677,Q8WXF3,Q8WXD0,ENSG00000288474,ENSG00000133105,RLN3,RXFP2
678,Q8WXF3,Q9NSD7,ENSG00000171136,ENSG00000182631,RLN3,RXFP3
679,Q8WXF3,Q9NSD7,ENSG00000171136,ENSG00000277069,RLN3,RXFP3
680,Q8WXF3,Q9NSD7,ENSG00000288474,ENSG00000182631,RLN3,RXFP3
681,Q8WXF3,Q9NSD7,ENSG00000288474,ENSG00000277069,RLN3,RXFP3
682,Q9Y5Q6,Q9NSD7,ENSG00000172410,ENSG00000182631,INSL5,RXFP3
683,Q9Y5Q6,Q9NSD7,ENSG00000172410,ENSG00000277069,INSL5,RXFP3
684,Q9Y5Q6,Q8TDU9,ENSG00000172410,ENSG00000173080,INSL5,RXFP4
685,Q8WXF3,Q8TDU9,ENSG00000171136,ENSG00000173080,RLN3,RXFP4
